Drug1,Drug2,Increase Activity Interaction,Decrease Activity Interaction,Increase Effect Interaction,Decrease Effect Interaction,Increase Efficacy Interaction,Decrease Efficacy Interaction,Other Interaction
DB00875,DB00320,1,0,0,0,0,0,0
DB00875,DB09190,1,0,0,0,0,0,0
DB00875,DB00543,1,0,0,0,0,0,0
DB00875,DB12229,1,0,0,0,0,0,0
DB00875,DB04908,1,0,0,0,0,0,0
DB00875,DB06701,0,0,1,0,0,0,0
DB00875,DB00574,0,0,0,0,0,1,0
DB00875,DB00805,1,0,0,0,0,0,0
DB00875,DB13588,1,0,0,0,0,0,0
DB00875,DB12395,1,0,0,0,0,0,0
DB00875,DB00514,1,0,0,0,0,0,0
DB00875,DB01442,0,0,0,0,0,1,0
DB00875,DB01168,0,0,1,0,0,0,0
DB00875,DB01484,0,0,0,0,0,1,0
DB00875,DB01403,1,0,0,0,0,0,0
DB00875,DB01253,0,0,0,0,0,1,0
DB00875,DB00960,1,0,0,0,0,0,0
DB00875,DB00454,1,0,0,0,0,0,0
DB00875,DB09250,1,0,0,0,0,0,0
DB00875,DB01114,0,0,1,0,0,0,0
DB00875,DB04820,1,0,0,0,0,0,0
DB00875,DB12951,1,0,0,0,0,0,0
DB00875,DB04836,1,0,0,0,0,0,0
DB11699,DB11675,0,0,1,0,0,0,0
DB11699,DB06077,0,0,1,0,0,0,0
DB11699,DB05316,0,0,0,0,0,0,0
DB11699,DB08996,0,0,1,0,0,0,0
DB11699,DB01626,0,0,1,0,0,0,0
DB11699,DB01191,0,0,0,0,0,0,0
DB11699,DB06506,0,0,0,0,0,0,0
DB11699,DB00751,0,0,1,0,0,0,0
DB11699,DB08811,0,0,1,0,0,0,0
DB11699,DB04829,0,0,1,0,0,0,0
DB11699,DB13384,0,0,1,0,0,0,0
DB11699,DB04946,0,0,1,0,0,0,0
DB11699,DB00408,0,0,1,0,0,0,0
DB11699,DB06700,0,0,1,0,0,0,0
DB11699,DB13246,0,0,1,0,0,0,0
DB11699,DB14185,0,0,1,0,0,0,0
DB11699,DB00434,1,0,0,0,0,0,0
DB11699,DB11732,0,0,1,0,0,0,0
DB11699,DB00206,0,0,1,0,0,0,0
DB11699,DB06204,1,0,0,0,0,0,0
DB11699,DB09023,1,0,0,0,0,0,0
DB11699,DB01367,0,0,1,0,0,0,0
DB11699,DB14754,0,0,1,0,0,0,0
DB11699,DB01224,1,0,0,0,0,0,0
DB11699,DB00216,0,0,1,0,0,0,0
DB11699,DB01616,0,0,1,0,0,0,0
DB11699,DB00458,1,0,0,0,0,0,0
DB11699,DB06582,0,0,1,0,0,0,0
DB11699,DB01577,0,0,1,0,0,0,0
DB11699,DB01445,0,0,1,0,0,0,0
DB11699,DB04832,0,0,1,0,0,0,0
DB11699,DB12465,0,0,1,0,0,0,0
DB11699,DB00490,0,0,1,0,0,0,0
DB11699,DB13014,0,0,1,0,0,0,0
DB11699,DB00477,1,0,0,0,0,0,0
DB11699,DB00656,0,0,1,0,0,0,0
DB11699,DB01149,0,0,1,0,0,0,0
DB11699,DB13352,0,0,1,0,0,0,0
DB11699,DB09184,0,0,1,0,0,0,0
DB11699,DB01049,0,0,1,0,0,0,0
DB11699,DB00924,0,0,1,0,0,0,0
DB11699,DB00285,0,0,1,0,0,0,0
DB11699,DB06660,0,0,1,0,0,0,0
DB11699,DB00969,0,0,1,0,0,0,0
DB11699,DB00866,1,0,0,0,0,0,0
DB11699,DB01356,0,0,1,0,0,0,0
DB11699,DB01247,0,0,1,0,0,0,0
DB11699,DB06731,0,0,1,0,0,0,0
DB11699,DB00321,1,0,0,0,0,0,0
DB11699,DB08550,0,0,1,0,0,0,0
DB11699,DB04917,0,0,1,0,0,0,0
DB11699,DB00777,1,0,0,0,0,0,0
DB11699,DB06216,0,0,1,0,0,0,0
DB11699,DB04871,0,0,1,0,0,0,0
DB11699,DB00714,0,0,1,0,0,0,0
DB11699,DB00476,0,0,1,0,0,0,0
DB11699,DB00420,1,0,0,0,0,0,0
DB11699,DB09014,0,0,1,0,0,0,0
DB11699,DB01621,0,0,1,0,0,0,0
DB11699,DB01069,1,0,0,0,0,0,0
DB11699,DB14509,0,1,0,0,0,0,0
DB11699,DB04599,0,0,1,0,0,0,0
DB11699,DB09241,0,0,1,0,0,0,0
DB11699,DB09249,0,0,1,0,0,0,0
DB11699,DB01614,0,0,1,0,0,0,0
DB11699,DB00377,0,0,1,0,0,0,0
DB11699,DB01359,0,0,1,0,0,0,0
DB11699,DB13520,0,0,1,0,0,0,0
DB11699,DB00248,0,0,1,0,0,0,0
DB11699,DB01954,0,0,1,0,0,0,0
DB11699,DB09253,0,0,1,0,0,0,0
DB11699,DB00679,0,0,1,0,0,0,0
DB11699,DB00669,0,0,1,0,0,0,0
DB11699,DB04842,1,0,0,0,0,0,0
DB11699,DB09251,0,0,1,0,0,0,0
DB11699,DB01267,0,0,1,0,0,0,0
DB11699,DB00614,0,0,1,0,0,0,0
DB11699,DB12661,0,0,1,0,0,0,0
DB11699,DB14010,0,0,1,0,0,0,0
DB11699,DB00604,0,0,1,0,0,0,0
DB11699,DB13219,0,0,1,0,0,0,0
DB11699,DB04885,0,0,1,0,0,0,0
DB11699,DB06109,0,0,1,0,0,0,0
DB11699,DB00540,1,0,0,0,0,0,0
DB11699,DB12427,0,0,1,0,0,0,0
DB11699,DB01454,0,0,1,0,0,0,0
DB11699,DB00889,0,0,1,0,0,0,0
DB11699,DB09186,0,0,1,0,0,0,0
DB11699,DB06512,0,0,1,0,0,0,0
DB11699,DB13457,0,0,1,0,0,0,0
DB11699,DB00953,0,0,1,0,0,0,0
DB11699,DB09061,0,0,1,0,0,0,0
DB11699,DB09248,0,0,1,0,0,0,0
DB11699,DB08810,0,0,1,0,0,0,0
DB11699,DB08918,0,0,1,0,0,0,0
DB11699,DB09254,0,0,1,0,0,0,0
DB11699,DB01171,0,0,1,0,0,0,0
DB11699,DB01200,0,0,1,0,0,0,0
DB11699,DB06153,1,0,0,0,0,0,0
DB11699,DB01037,0,0,1,0,0,0,0
DB11699,DB09225,0,0,1,0,0,0,0
DB11699,DB09167,1,0,0,0,0,0,0
DB11699,DB06148,0,0,1,0,0,0,0
DB11699,DB00315,0,0,1,0,0,0,0
DB11699,DB12110,0,0,1,0,0,0,0
DB11699,DB00234,0,0,1,0,0,0,0
DB11699,DB12111,0,0,1,0,0,0,0
DB11699,DB12071,0,0,1,0,0,0,0
DB11699,DB05227,0,0,1,0,0,0,0
DB11699,DB09290,0,0,1,0,0,0,0
DB11699,DB05562,0,0,1,0,0,0,0
DB11699,DB01175,0,0,1,0,0,0,0
DB11699,DB08815,0,0,1,0,0,0,0
DB11699,DB13496,0,0,1,0,0,0,0
DB11699,DB12930,0,0,1,0,0,0,0
DB11699,DB00320,0,0,1,0,0,0,0
DB11699,DB09190,0,0,1,0,0,0,0
DB11699,DB00543,1,0,0,0,0,0,0
DB11699,DB12229,0,0,1,0,0,0,0
DB11699,DB04908,0,0,1,0,0,0,0
DB11699,DB06701,0,0,1,0,0,0,0
DB11699,DB00574,0,0,1,0,0,0,0
DB11699,DB00805,0,0,1,0,0,0,0
DB11699,DB13588,0,0,1,0,0,0,0
DB11699,DB12395,0,0,1,0,0,0,0
DB11699,DB00514,0,0,1,0,0,0,0
DB11699,DB01442,0,0,1,0,0,0,0
DB11699,DB01168,0,0,1,0,0,0,0
DB11699,DB01484,0,0,1,0,0,0,0
DB11699,DB01403,1,0,0,0,0,0,0
DB11699,DB01253,0,0,1,0,0,0,0
DB11699,DB00960,0,0,1,0,0,0,0
DB11699,DB00454,0,0,1,0,0,0,0
DB11699,DB09250,0,0,1,0,0,0,0
DB11699,DB01114,0,0,1,0,0,0,0
DB11699,DB04820,0,0,1,0,0,0,0
DB11699,DB12951,0,0,1,0,0,0,0
DB11699,DB04836,0,0,1,0,0,0,0
DB11675,DB06077,0,0,1,0,0,0,0
DB11675,DB05316,0,0,0,0,0,0,0
DB11675,DB08996,0,0,1,0,0,0,0
DB11675,DB01626,0,0,1,0,0,0,0
DB11675,DB01191,0,0,1,0,0,0,0
DB11675,DB06506,0,0,0,0,0,0,0
DB11675,DB00751,0,0,1,0,0,0,0
DB11675,DB08811,0,0,1,0,0,0,0
DB11675,DB04829,0,0,1,0,0,0,0
DB11675,DB13384,0,0,1,0,0,0,0
DB11675,DB04946,0,0,1,0,0,0,0
DB11675,DB00408,0,0,1,0,0,0,0
DB11675,DB06700,0,0,1,0,0,0,0
DB11675,DB13246,0,0,1,0,0,0,0
DB11675,DB14185,0,0,1,0,0,0,0
DB11675,DB00434,1,0,0,0,0,0,0
DB11675,DB11732,0,0,1,0,0,0,0
DB11675,DB00206,0,0,1,0,0,0,0
DB11675,DB06204,1,0,0,0,0,0,0
DB11675,DB09023,1,0,0,0,0,0,0
DB11675,DB01367,0,0,1,0,0,0,0
DB11675,DB14754,0,0,1,0,0,0,0
DB11675,DB01224,1,0,0,0,0,0,0
DB11675,DB00216,0,0,1,0,0,0,0
DB11675,DB01616,0,0,1,0,0,0,0
DB11675,DB00458,1,0,0,0,0,0,0
DB11675,DB06582,0,0,1,0,0,0,0
DB11675,DB01577,0,0,1,0,0,0,0
DB11675,DB01445,0,0,1,0,0,0,0
DB11675,DB04832,0,0,1,0,0,0,0
DB11675,DB12465,0,0,1,0,0,0,0
DB11675,DB00490,0,0,1,0,0,0,0
DB11675,DB13014,0,0,1,0,0,0,0
DB11675,DB00477,1,0,0,0,0,0,0
DB11675,DB00656,0,0,1,0,0,0,0
DB11675,DB01149,0,0,1,0,0,0,0
DB11675,DB13352,0,0,1,0,0,0,0
DB11675,DB09184,0,0,1,0,0,0,0
DB11675,DB01049,0,0,1,0,0,0,0
DB11675,DB00924,0,0,1,0,0,0,0
DB11675,DB00285,0,0,1,0,0,0,0
DB11675,DB06660,0,0,1,0,0,0,0
DB11675,DB00969,0,0,1,0,0,0,0
DB11675,DB00866,0,0,1,0,0,0,0
DB11675,DB01356,0,0,1,0,0,0,0
DB11675,DB01247,0,0,1,0,0,0,0
DB11675,DB06731,0,0,1,0,0,0,0
DB11675,DB00321,1,0,0,0,0,0,0
DB11675,DB08550,0,0,1,0,0,0,0
DB11675,DB04917,0,0,1,0,0,0,0
DB11675,DB00777,1,0,0,0,0,0,0
DB11675,DB06216,0,0,1,0,0,0,0
DB11675,DB04871,0,0,1,0,0,0,0
DB11675,DB00714,0,0,1,0,0,0,0
DB11675,DB00476,0,0,1,0,0,0,0
DB11675,DB00420,1,0,0,0,0,0,0
DB11675,DB09014,0,0,1,0,0,0,0
DB11675,DB01621,0,0,1,0,0,0,0
DB11675,DB01069,1,0,0,0,0,0,0
DB11675,DB14509,0,0,1,0,0,0,0
DB11675,DB04599,0,0,1,0,0,0,0
DB11675,DB09241,1,0,0,0,0,0,0
DB11675,DB09249,0,0,1,0,0,0,0
DB11675,DB01614,0,0,1,0,0,0,0
DB11675,DB00377,0,0,1,0,0,0,0
DB11675,DB01359,0,0,1,0,0,0,0
DB11675,DB13520,0,0,1,0,0,0,0
DB11675,DB00248,0,0,1,0,0,0,0
DB11675,DB01954,0,0,1,0,0,0,0
DB11675,DB09253,0,0,1,0,0,0,0
DB11675,DB00679,0,0,1,0,0,0,0
DB11675,DB00669,0,0,1,0,0,0,0
DB11675,DB04842,0,0,1,0,0,0,0
DB11675,DB09251,0,0,1,0,0,0,0
DB11675,DB01267,0,0,1,0,0,0,0
DB11675,DB00614,0,0,1,0,0,0,0
DB11675,DB12661,0,0,1,0,0,0,0
DB11675,DB14010,0,0,1,0,0,0,0
DB11675,DB00604,0,0,1,0,0,0,0
DB11675,DB13219,0,0,1,0,0,0,0
DB11675,DB04885,0,0,1,0,0,0,0
DB11675,DB06109,0,0,1,0,0,0,0
DB11675,DB00540,1,0,0,0,0,0,0
DB11675,DB12427,0,0,1,0,0,0,0
DB11675,DB01454,0,0,1,0,0,0,0
DB11675,DB00889,0,0,1,0,0,0,0
DB11675,DB09186,0,0,1,0,0,0,0
DB11675,DB06512,0,0,1,0,0,0,0
DB11675,DB13457,0,0,1,0,0,0,0
DB11675,DB00953,0,0,1,0,0,0,0
DB11675,DB09061,0,0,1,0,0,0,0
DB11675,DB09248,0,0,1,0,0,0,0
DB11675,DB08810,0,0,1,0,0,0,0
DB11675,DB08918,0,0,1,0,0,0,0
DB11675,DB09254,0,0,1,0,0,0,0
DB11675,DB01171,0,0,1,0,0,0,0
DB11675,DB01200,0,0,1,0,0,0,0
DB11675,DB06153,1,0,0,0,0,0,0
DB11675,DB01037,0,0,1,0,0,0,0
DB11675,DB09225,0,0,1,0,0,0,0
DB11675,DB09167,1,0,0,0,0,0,0
DB11675,DB06148,0,0,1,0,0,0,0
DB11675,DB00315,0,0,1,0,0,0,0
DB11675,DB12110,0,0,1,0,0,0,0
DB11675,DB00234,0,0,1,0,0,0,0
DB11675,DB12111,0,0,1,0,0,0,0
DB11675,DB12071,0,0,1,0,0,0,0
DB11675,DB05227,0,0,1,0,0,0,0
DB11675,DB09290,0,0,1,0,0,0,0
DB11675,DB05562,0,0,1,0,0,0,0
DB11675,DB01175,0,0,1,0,0,0,0
DB11675,DB08815,0,0,1,0,0,0,0
DB11675,DB13496,0,0,1,0,0,0,0
DB11675,DB12930,0,0,1,0,0,0,0
DB11675,DB00320,0,0,1,0,0,0,0
DB11675,DB09190,0,0,1,0,0,0,0
DB11675,DB00543,1,0,0,0,0,0,0
DB11675,DB12229,0,0,1,0,0,0,0
DB11675,DB04908,0,0,1,0,0,0,0
DB11675,DB06701,0,0,1,0,0,0,0
DB11675,DB00574,0,0,1,0,0,0,0
DB11675,DB00805,0,0,1,0,0,0,0
DB11675,DB13588,0,0,1,0,0,0,0
DB11675,DB12395,0,0,1,0,0,0,0
DB11675,DB00514,0,0,1,0,0,0,0
DB11675,DB01442,0,0,1,0,0,0,0
DB11675,DB01168,0,0,1,0,0,0,0
DB11675,DB01484,0,0,1,0,0,0,0
DB11675,DB01403,1,0,0,0,0,0,0
DB11675,DB01253,0,0,1,0,0,0,0
DB11675,DB00960,0,0,1,0,0,0,0
DB11675,DB00454,0,0,1,0,0,0,0
DB11675,DB09250,0,0,1,0,0,0,0
DB11675,DB01114,0,0,1,0,0,0,0
DB11675,DB04820,0,0,1,0,0,0,0
DB11675,DB12951,0,0,1,0,0,0,0
DB11675,DB04836,0,0,1,0,0,0,0
DB06077,DB05316,0,0,0,0,0,0,0
DB06077,DB08996,0,0,1,0,0,0,0
DB06077,DB01626,0,0,1,0,0,0,0
DB06077,DB01191,0,0,0,0,0,0,0
DB06077,DB06506,0,0,0,0,0,0,0
DB06077,DB00751,0,0,1,0,0,0,0
DB06077,DB08811,0,0,1,0,0,0,0
DB06077,DB04829,0,0,1,0,0,0,0
DB06077,DB13384,0,0,1,0,0,0,0
DB06077,DB04946,0,0,1,0,0,0,0
DB06077,DB00408,0,0,1,0,0,0,0
DB06077,DB06700,0,0,0,0,0,0,1
DB06077,DB13246,0,0,1,0,0,0,0
DB06077,DB14185,0,0,1,0,0,0,0
DB06077,DB00434,1,0,0,0,0,0,0
DB06077,DB11732,0,0,1,0,0,0,0
DB06077,DB00206,0,0,1,0,0,0,0
DB06077,DB06204,1,0,0,0,0,0,0
DB06077,DB09023,1,0,0,0,0,0,0
DB06077,DB01367,0,0,0,0,0,1,0
DB06077,DB14754,0,0,1,0,0,0,0
DB06077,DB01224,1,0,0,0,0,0,0
DB06077,DB00216,0,0,1,0,0,0,0
DB06077,DB01616,0,0,1,0,0,0,0
DB06077,DB00458,1,0,0,0,0,0,0
DB06077,DB06582,0,0,1,0,0,0,0
DB06077,DB01577,0,1,0,0,0,0,0
DB06077,DB01445,0,0,1,0,0,0,0
DB06077,DB04832,0,0,0,0,0,0,1
DB06077,DB12465,0,0,1,0,0,0,0
DB06077,DB00490,0,0,1,0,0,0,0
DB06077,DB13014,0,0,1,0,0,0,0
DB06077,DB00477,0,0,0,0,0,0,1
DB06077,DB00656,0,0,1,0,0,0,0
DB06077,DB01149,0,0,0,0,0,0,1
DB06077,DB13352,0,0,1,0,0,0,0
DB06077,DB09184,0,0,1,0,0,0,0
DB06077,DB01049,0,0,1,0,0,0,0
DB06077,DB00924,0,0,1,0,0,0,0
DB06077,DB00285,0,0,1,0,0,0,0
DB06077,DB06660,0,0,1,0,0,0,0
DB06077,DB00969,0,0,1,0,0,0,0
DB06077,DB00866,0,0,1,0,0,0,0
DB06077,DB01356,0,0,1,0,0,0,0
DB06077,DB01247,0,0,1,0,0,0,0
DB06077,DB06731,0,0,0,0,0,0,1
DB06077,DB00321,0,0,0,0,0,0,1
DB06077,DB08550,0,0,1,0,0,0,0
DB06077,DB04917,0,0,1,0,0,0,0
DB06077,DB00777,1,0,0,0,0,0,0
DB06077,DB06216,0,0,1,0,0,0,0
DB06077,DB04871,0,0,1,0,0,0,0
DB06077,DB00714,0,0,0,0,0,1,0
DB06077,DB00476,0,0,1,0,0,0,0
DB06077,DB00420,1,0,0,0,0,0,0
DB06077,DB09014,0,0,1,0,0,0,0
DB06077,DB01621,0,0,1,0,0,0,0
DB06077,DB01069,1,0,0,0,0,0,0
DB06077,DB14509,1,0,0,0,0,0,0
DB06077,DB04599,0,0,1,0,0,0,0
DB06077,DB09241,0,0,0,0,0,0,1
DB06077,DB09249,0,0,1,0,0,0,0
DB06077,DB01614,0,0,1,0,0,0,0
DB06077,DB00377,0,0,1,0,0,0,0
DB06077,DB01359,0,0,1,0,0,0,0
DB06077,DB13520,0,0,1,0,0,0,0
DB06077,DB00248,0,0,0,0,0,1,0
DB06077,DB01954,0,0,1,0,0,0,0
DB06077,DB09253,0,0,1,0,0,0,0
DB06077,DB00679,0,0,1,0,0,0,0
DB06077,DB00669,0,0,1,0,0,0,0
DB06077,DB04842,0,0,1,0,0,0,0
DB06077,DB09251,0,0,1,0,0,0,0
DB06077,DB01267,0,0,1,0,0,0,0
DB06077,DB00614,0,0,1,0,0,0,0
DB06077,DB12661,0,0,1,0,0,0,0
DB06077,DB14010,0,0,1,0,0,0,0
DB06077,DB00604,0,0,1,0,0,0,0
DB06077,DB13219,0,0,1,0,0,0,0
DB06077,DB04885,0,0,1,0,0,0,0
DB06077,DB06109,0,0,1,0,0,0,0
DB06077,DB00540,1,0,0,0,0,0,0
DB06077,DB12427,0,0,1,0,0,0,0
DB06077,DB01454,0,1,0,0,0,0,0
DB06077,DB00889,0,0,1,0,0,0,0
DB06077,DB09186,0,0,1,0,0,0,0
DB06077,DB06512,0,0,1,0,0,0,0
DB06077,DB13457,0,0,1,0,0,0,0
DB06077,DB00953,0,0,1,0,0,0,0
DB06077,DB09061,0,0,1,0,0,0,0
DB06077,DB09248,0,0,1,0,0,0,0
DB06077,DB08810,0,0,1,0,0,0,0
DB06077,DB08918,0,0,1,0,0,0,0
DB06077,DB09254,0,0,1,0,0,0,0
DB06077,DB01171,0,0,1,0,0,0,0
DB06077,DB01200,0,0,0,0,0,1,0
DB06077,DB06153,1,0,0,0,0,0,0
DB06077,DB01037,0,0,0,0,0,1,0
DB06077,DB09225,0,0,1,0,0,0,0
DB06077,DB09167,1,0,0,0,0,0,0
DB06077,DB06148,0,0,1,0,0,0,0
DB06077,DB00315,0,0,1,0,0,0,0
DB06077,DB12110,0,0,1,0,0,0,0
DB06077,DB00234,0,0,1,0,0,0,0
DB06077,DB12111,0,0,1,0,0,0,0
DB06077,DB12071,0,0,1,0,0,0,0
DB06077,DB05227,0,0,1,0,0,0,0
DB06077,DB09290,0,0,1,0,0,0,0
DB06077,DB05562,0,0,1,0,0,0,0
DB06077,DB01175,0,0,1,0,0,0,0
DB06077,DB08815,0,0,1,0,0,0,0
DB06077,DB13496,0,0,1,0,0,0,0
DB06077,DB12930,0,0,1,0,0,0,0
DB06077,DB00320,0,0,1,0,0,0,0
DB06077,DB09190,0,0,1,0,0,0,0
DB06077,DB00543,1,0,0,0,0,0,0
DB06077,DB12229,0,0,1,0,0,0,0
DB06077,DB04908,0,0,1,0,0,0,0
DB06077,DB06701,0,0,1,0,0,0,0
DB06077,DB00574,0,0,0,0,0,1,0
DB06077,DB00805,0,0,1,0,0,0,0
DB06077,DB13588,0,0,1,0,0,0,0
DB06077,DB12395,0,0,1,0,0,0,0
DB06077,DB00514,0,0,1,0,0,0,0
DB06077,DB01442,0,1,0,0,0,0,0
DB06077,DB01168,0,0,1,0,0,0,0
DB06077,DB01484,0,1,0,0,0,0,0
DB06077,DB01403,1,0,0,0,0,0,0
DB06077,DB01253,0,0,1,0,0,0,0
DB06077,DB00960,0,0,1,0,0,0,0
DB06077,DB00454,0,0,1,0,0,0,0
DB06077,DB09250,0,0,1,0,0,0,0
DB06077,DB01114,0,0,1,0,0,0,0
DB06077,DB04820,0,0,1,0,0,0,0
DB06077,DB12951,0,0,1,0,0,0,0
DB06077,DB04836,0,0,1,0,0,0,0
DB05316,DB08996,1,0,0,0,0,0,0
DB05316,DB01626,0,0,0,0,0,0,0
DB05316,DB01191,0,0,0,0,0,0,0
DB05316,DB06506,0,0,0,0,0,0,0
DB05316,DB00751,0,0,0,0,0,0,0
DB05316,DB08811,0,0,0,0,0,0,0
DB05316,DB04829,0,0,0,0,0,0,0
DB05316,DB13384,1,0,0,0,0,0,0
DB05316,DB04946,1,0,0,0,0,0,0
DB05316,DB00408,1,0,0,0,0,0,0
DB05316,DB06700,0,0,0,0,0,0,1
DB05316,DB13246,1,0,0,0,0,0,0
DB05316,DB14185,1,0,0,0,0,0,0
DB05316,DB00434,0,0,0,0,0,0,0
DB05316,DB11732,0,0,0,0,0,0,0
DB05316,DB00206,1,0,0,0,0,0,0
DB05316,DB06204,0,0,0,0,0,0,0
DB05316,DB09023,0,0,0,0,0,0,0
DB05316,DB01367,0,0,0,0,0,0,0
DB05316,DB14754,0,0,0,0,0,0,0
DB05316,DB01224,0,0,0,0,0,0,0
DB05316,DB00216,0,0,0,0,0,0,0
DB05316,DB01616,0,0,0,0,0,0,0
DB05316,DB00458,1,0,0,0,0,0,0
DB05316,DB06582,0,0,0,0,0,0,0
DB05316,DB01577,0,0,0,0,0,0,0
DB05316,DB01445,0,0,0,0,0,0,0
DB05316,DB04832,0,0,0,0,0,0,1
DB05316,DB12465,0,0,0,0,0,0,0
DB05316,DB00490,0,0,0,0,0,0,0
DB05316,DB13014,0,0,0,0,0,0,0
DB05316,DB00477,0,0,0,0,0,0,1
DB05316,DB00656,0,0,0,0,0,0,0
DB05316,DB01149,0,0,0,0,0,0,1
DB05316,DB13352,0,0,0,0,0,0,0
DB05316,DB09184,0,0,0,0,0,0,0
DB05316,DB01049,0,0,0,0,0,0,0
DB05316,DB00924,1,0,0,0,0,0,0
DB05316,DB00285,0,0,0,0,0,0,0
DB05316,DB06660,0,0,0,0,0,0,0
DB05316,DB00969,0,0,0,0,0,0,0
DB05316,DB00866,0,0,0,0,0,0,0
DB05316,DB01356,1,0,0,0,0,0,0
DB05316,DB01247,0,0,0,0,0,0,0
DB05316,DB06731,0,0,0,0,0,0,1
DB05316,DB00321,1,0,0,0,0,0,0
DB05316,DB08550,0,0,0,0,0,0,0
DB05316,DB04917,0,0,0,0,0,0,0
DB05316,DB00777,0,0,0,0,0,0,0
DB05316,DB06216,1,0,0,0,0,0,0
DB05316,DB04871,0,0,0,0,0,0,0
DB05316,DB00714,0,0,0,0,0,0,0
DB05316,DB00476,0,0,0,0,0,0,0
DB05316,DB00420,1,0,0,0,0,0,0
DB05316,DB09014,0,0,0,0,0,0,0
DB05316,DB01621,1,0,0,0,0,0,0
DB05316,DB01069,1,0,0,0,0,0,0
DB05316,DB14509,0,0,0,0,0,0,0
DB05316,DB04599,0,0,0,0,0,0,0
DB05316,DB09241,0,0,0,0,0,0,1
DB05316,DB09249,0,0,0,0,0,0,0
DB05316,DB01614,1,0,0,0,0,0,0
DB05316,DB00377,0,0,0,0,0,0,0
DB05316,DB01359,0,0,0,0,0,0,0
DB05316,DB13520,0,0,0,0,0,0,0
DB05316,DB00248,0,0,0,0,0,0,1
DB05316,DB01954,0,0,0,0,0,0,0
DB05316,DB09253,0,0,0,0,0,0,0
DB05316,DB00679,1,0,0,0,0,0,0
DB05316,DB00669,0,0,0,0,0,0,0
DB05316,DB04842,1,0,0,0,0,0,0
DB05316,DB09251,0,0,0,0,0,0,0
DB05316,DB01267,1,0,0,0,0,0,0
DB05316,DB00614,0,0,0,0,0,0,0
DB05316,DB12661,0,0,0,0,0,0,0
DB05316,DB14010,0,0,0,0,0,0,0
DB05316,DB00604,0,0,0,0,0,0,1
DB05316,DB13219,0,0,0,0,0,0,0
DB05316,DB04885,0,0,0,0,0,0,0
DB05316,DB06109,0,0,0,0,0,0,0
DB05316,DB00540,0,0,0,0,0,0,1
DB05316,DB12427,0,0,0,0,0,0,0
DB05316,DB01454,0,0,0,0,0,0,0
DB05316,DB00889,0,0,0,0,0,0,0
DB05316,DB09186,0,0,0,0,0,0,0
DB05316,DB06512,0,0,0,0,0,0,0
DB05316,DB13457,0,0,0,0,0,0,0
DB05316,DB00953,0,0,0,0,0,0,0
DB05316,DB09061,0,0,0,0,0,0,1
DB05316,DB09248,0,0,0,0,0,0,0
DB05316,DB08810,0,0,0,0,0,0,0
DB05316,DB08918,0,0,0,0,0,0,0
DB05316,DB09254,0,0,0,0,0,0,0
DB05316,DB01171,0,0,0,0,0,0,0
DB05316,DB01200,0,0,0,0,0,0,0
DB05316,DB06153,0,0,0,0,0,0,0
DB05316,DB01037,0,0,0,0,0,0,0
DB05316,DB09225,1,0,0,0,0,0,0
DB05316,DB09167,1,0,0,0,0,0,0
DB05316,DB06148,0,0,0,0,0,0,0
DB05316,DB00315,0,0,0,0,0,0,0
DB05316,DB12110,0,0,0,0,0,0,0
DB05316,DB00234,0,0,0,0,0,0,0
DB05316,DB12111,0,0,0,0,0,0,0
DB05316,DB12071,0,0,0,0,0,0,0
DB05316,DB05227,0,0,0,0,0,0,0
DB05316,DB09290,0,0,0,0,0,0,0
DB05316,DB05562,0,0,0,0,0,0,0
DB05316,DB01175,0,0,0,0,0,0,0
DB05316,DB08815,1,0,0,0,0,0,0
DB05316,DB13496,1,0,0,0,0,0,0
DB05316,DB12930,1,0,0,0,0,0,0
DB05316,DB00320,0,0,0,0,0,0,1
DB05316,DB09190,0,0,0,0,0,0,0
DB05316,DB00543,1,0,0,0,0,0,0
DB05316,DB12229,0,0,0,0,0,0,0
DB05316,DB04908,0,0,0,0,0,0,0
DB05316,DB06701,0,0,0,0,0,0,0
DB05316,DB00574,0,0,0,0,0,0,0
DB05316,DB00805,0,0,0,0,0,0,0
DB05316,DB13588,0,0,0,0,0,0,0
DB05316,DB12395,0,0,0,0,0,0,0
DB05316,DB00514,0,0,0,0,0,0,0
DB05316,DB01442,0,0,0,0,0,0,0
DB05316,DB01168,0,0,0,0,0,0,0
DB05316,DB01484,0,0,0,0,0,0,0
DB05316,DB01403,1,0,0,0,0,0,0
DB05316,DB01253,0,0,0,0,0,0,0
DB05316,DB00960,0,0,0,0,0,0,0
DB05316,DB00454,0,0,0,0,0,0,1
DB05316,DB09250,0,0,0,0,0,0,0
DB05316,DB01114,0,0,0,0,0,0,0
DB05316,DB04820,0,0,0,0,0,0,0
DB05316,DB12951,0,0,0,0,0,0,0
DB05316,DB04836,1,0,0,0,0,0,0
DB08996,DB01626,1,0,0,0,0,0,0
DB08996,DB01191,0,0,1,0,0,0,0
DB08996,DB06506,0,0,0,0,0,0,0
DB08996,DB00751,0,0,1,0,0,0,0
DB08996,DB08811,0,0,1,0,0,0,0
DB08996,DB04829,0,0,1,0,0,0,0
DB08996,DB13384,0,0,1,0,0,0,0
DB08996,DB04946,0,0,1,0,0,0,0
DB08996,DB00408,0,0,1,0,0,0,0
DB08996,DB06700,0,0,1,0,0,0,0
